Date,Time,Appliance,Energy_Consumption,Room,Status
2022-01-01,16:49,Heater,1.81,Bedroom,On
2022-01-01,11:36,Heater,0.0,Bedroom,Off
2022-01-01,12:05,Washing Machine,0.0,Laundry,Off
2022-01-01,17:52,Refrigerator,1.07,Kitchen,On
2022-01-01,16:02,EVCar,90.29,Garage,On
2022-01-01,21:40,Refrigerator,1.26,Kitchen,On
2022-01-01,01:21,Washing Machine,1.22,Laundry,On
2022-01-01,03:45,EVCar,0.0,Garage,Off
2022-01-01,12:44,Refrigerator,1.41,Kitchen,On
2022-01-01,02:22,Washing Machine,0.0,Laundry,Off
2022-01-01,11:22,Heater,2.04,Bedroom,On
2022-01-01,23:09,Heater,0.0,Bedroom,Off
2022-01-01,20:53,TV,0.91,Living Room,On
2022-01-01,05:32,EVCar,113.43,Garage,On
2022-01-01,13:08,Washing Machine,0.0,Laundry,Off
2022-01-01,16:07,Heater,0.0,Bedroom,Off
2022-01-01,03:54,EVCar,0.0,Garage,Off
2022-01-01,00:22,Heater,0.0,Bedroom,Off
2022-01-01,07:01,Heater,0.0,Bedroom,Off
2022-01-01,12:18,Refrigerator,0.0,Kitchen,Off
2022-01-01,04:29,Refrigerator,1.08,Kitchen,On
2022-01-01,01:14,Refrigerator,0.0,Kitchen,Off
2022-01-01,23:54,Refrigerator,1.21,Kitchen,On
2022-01-01,15:57,Refrigerator,0.0,Kitchen,Off
2022-01-01,07:42,Washing Machine,1.21,Laundry,On
2022-01-01,17:22,TV,0.0,Living Room,Off
2022-01-01,03:21,Refrigerator,1.14,Kitchen,On
2022-01-01,15:09,Heater,2.01,Bedroom,On
2022-01-01,04:41,EVCar,108.64,Garage,On
2022-01-01,02:15,Heater,1.78,Bedroom,On
2022-01-01,07:47,Heater,0.0,Bedroom,Off
2022-01-01,05:02,Heater,0.0,Bedroom,Off
2022-01-01,15:30,Washing Machine,1.39,Laundry,On
2022-01-01,17:13,Refrigerator,1.14,Kitchen,On
2022-01-01,18:19,EVCar,0.0,Garage,Off
2022-01-01,06:29,Washing Machine,1.76,Laundry,On
2022-01-01,20:31,TV,0.89,Living Room,On
2022-01-01,15:38,Heater,2.08,Bedroom,On
2022-01-01,10:23,Washing Machine,1.44,Laundry,On
2022-01-01,14:35,Refrigerator,1.11,Kitchen,On
2022-01-01,01:40,Refrigerator,0.0,Kitchen,Off
2022-01-01,15:18,Refrigerator,0.0,Kitchen,Off
2022-01-01,23:55,Heater,0.0,Bedroom,Off
2022-01-01,12:18,Heater,0.0,Bedroom,Off
2022-01-01,05:44,Washing Machine,0.0,Laundry,Off
2022-01-01,02:46,Refrigerator,0.98,Kitchen,On
2022-01-01,17:15,Heater,1.76,Bedroom,On
2022-01-01,17:45,Heater,0.0,Bedroom,Off
2022-01-01,09:51,TV,0.87,Living Room,On
2022-01-01,03:13,Washing Machine,1.76,Laundry,On
2022-01-01,06:40,EVCar,98.98,Garage,On
2022-01-01,10:15,EVCar,0.0,Garage,Off
2022-01-01,10:47,Refrigerator,0.0,Kitchen,Off
2022-01-01,00:20,Refrigerator,0.0,Kitchen,Off
2022-01-01,08:59,Refrigerator,0.0,Kitchen,Off
2022-01-01,13:29,Heater,2.21,Bedroom,On
2022-01-01,14:39,TV,0.73,Living Room,On
2022-01-01,08:11,Refrigerator,0.0,Kitchen,Off
2022-01-01,06:15,Refrigerator,1.25,Kitchen,On
2022-01-01,15:17,EVCar,106.74,Garage,On
2022-01-01,12:50,Washing Machine,0.0,Laundry,Off
2022-01-01,00:53,Heater,0.0,Bedroom,Off
2022-01-01,02:45,Heater,0.0,Bedroom,Off
2022-01-01,02:45,Heater,0.0,Bedroom,Off
2022-01-01,04:43,TV,0.87,Living Room,On
2022-01-01,02:42,Heater,0.0,Bedroom,Off
2022-01-01,01:12,Washing Machine,0.0,Laundry,Off
2022-01-01,03:21,Washing Machine,0.0,Laundry,Off
2022-01-01,08:27,EVCar,0.0,Garage,Off
2022-01-01,10:27,Washing Machine,1.75,Laundry,On
2022-01-01,13:21,Washing Machine,1.67,Laundry,On
2022-01-01,06:32,EVCar,0.0,Garage,Off
2022-01-01,08:26,Washing Machine,1.35,Laundry,On
2022-01-01,13:31,Refrigerator,1.07,Kitchen,On
2022-01-01,02:56,TV,0.0,Living Room,Off
2022-01-01,02:24,EVCar,0.0,Garage,Off
2022-01-01,10:56,Washing Machine,1.32,Laundry,On
2022-01-01,09:28,EVCar,0.0,Garage,Off
2022-01-01,01:00,Washing Machine,0.0,Laundry,Off
2022-01-01,12:58,TV,0.0,Living Room,Off
2022-01-01,01:54,Heater,2.2,Bedroom,On
2022-01-01,01:35,Heater,2.05,Bedroom,On
2022-01-01,22:52,EVCar,104.67,Garage,On
2022-01-01,21:29,Refrigerator,0.98,Kitchen,On
2022-01-01,09:17,TV,0.95,Living Room,On
2022-01-01,21:24,Refrigerator,0.0,Kitchen,Off
2022-01-01,10:17,Refrigerator,0.0,Kitchen,Off
2022-01-01,07:34,Washing Machine,0.0,Laundry,Off
2022-01-01,00:33,Refrigerator,1.09,Kitchen,On
2022-01-01,10:02,EVCar,0.0,Garage,Off
2022-01-01,00:34,TV,0.0,Living Room,Off
2022-01-01,05:17,Heater,0.0,Bedroom,Off
2022-01-01,07:05,Heater,2.36,Bedroom,On
2022-01-01,10:29,Refrigerator,1.1,Kitchen,On
2022-01-01,09:54,EVCar,0.0,Garage,Off
2022-01-01,11:50,Washing Machine,0.0,Laundry,Off
2022-01-01,06:30,EVCar,99.65,Garage,On
2022-01-01,01:50,TV,0.73,Living Room,On
2022-01-01,10:08,Refrigerator,0.0,Kitchen,Off
2022-01-01,18:51,Heater,0.0,Bedroom,Off
2022-01-01,14:54,Washing Machine,0.0,Laundry,Off
2022-01-01,15:09,TV,0.75,Living Room,On
2022-01-01,06:08,Refrigerator,1.01,Kitchen,On
2022-01-01,11:27,Refrigerator,0.0,Kitchen,Off
2022-01-01,00:01,TV,0.95,Living Room,On
2022-01-01,20:42,Heater,0.0,Bedroom,Off
2022-01-01,11:43,TV,0.86,Living Room,On
2022-01-01,06:15,Refrigerator,0.0,Kitchen,Off
2022-01-01,00:31,Heater,0.0,Bedroom,Off
2022-01-01,05:23,TV,0.0,Living Room,Off
2022-01-01,14:21,TV,0.65,Living Room,On
2022-01-01,04:40,Refrigerator,0.0,Kitchen,Off
2022-01-01,22:22,TV,0.0,Living Room,Off
2022-01-01,20:29,TV,0.0,Living Room,Off
2022-01-01,05:56,Refrigerator,0.0,Kitchen,Off
2022-01-01,16:06,TV,0.0,Living Room,Off
2022-01-01,00:14,Heater,1.96,Bedroom,On
2022-01-01,23:37,Washing Machine,0.0,Laundry,Off
